Datetime,Open,High,Low,Close,Volume,Dividends,Splits,Capital Gains
2024-03-27 13:30:00-04:00,443.0899963378906,443.8595886230469,442.7597961425781,443.70001220703125,0,0.0,0.0,0.0
2024-03-27 14:30:00-04:00,443.7200012207031,443.82000732421875,442.2699890136719,443.20001220703125,4914190,0.0,0.0,0.0
2024-03-27 15:30:00-04:00,443.2099914550781,444.9800109863281,443.010009765625,444.9200134277344,7647610,0.0,0.0,0.0
2024-03-28 09:30:00-04:00,444.80999755859375,445.6400146484375,443.760009765625,444.46661376953125,7062215,0.0,0.0,0.0
2024-03-28 10:30:00-04:00,444.4849853515625,445.1000061035156,444.3399963378906,444.8900146484375,5024323,0.0,0.0,0.0
2024-03-28 11:30:00-04:00,444.8988037109375,445.04998779296875,444.0,444.4800109863281,3434898,0.0,0.0,0.0
2024-03-28 12:30:00-04:00,444.510009765625,444.5202941894531,443.7312927246094,443.97900390625,2969188,0.0,0.0,0.0
2024-03-28 13:30:00-04:00,443.9549865722656,444.3800048828125,443.6499938964844,444.2340087890625,3065743,0.0,0.0,0.0
2024-03-28 14:30:00-04:00,444.239990234375,445.1499938964844,443.69000244140625,444.8901062011719,4767731,0.0,0.0,0.0
2024-03-28 15:30:00-04:00,444.8999938964844,445.0799865722656,443.8299865722656,443.989990234375,7453185,0.0,0.0,0.0
2024-04-01 09:30:00-04:00,444.9599914550781,447.5299987792969,444.54998779296875,445.81988525390625,10434848,0.0,0.0,0.0
2024-04-01 10:30:00-04:00,445.8299865722656,446.0,443.2709045410156,444.3500061035156,7372565,0.0,0.0,0.0
2024-04-01 11:30:00-04:00,444.3599853515625,444.5400085449219,443.0199890136719,444.4501037597656,4670009,0.0,0.0,0.0
2024-04-01 12:30:00-04:00,444.4599914550781,444.8399963378906,443.28009033203125,443.8699951171875,3669911,0.0,0.0,0.0
2024-04-01 13:30:00-04:00,443.8900146484375,444.55999755859375,443.7300109863281,444.3550109863281,2558422,0.0,0.0,0.0
2024-04-01 14:30:00-04:00,444.3399963378906,444.7300109863281,444.0199890136719,444.30999755859375,2814924,0.0,0.0,0.0
2024-04-01 15:30:00-04:00,444.31988525390625,445.3800048828125,444.04998779296875,444.989990234375,5562844,0.0,0.0,0.0
2024-04-02 09:30:00-04:00,440.07000732421875,440.19000244140625,438.0299987792969,438.8999938964844,13913986,0.0,0.0,0.0
2024-04-02 10:30:00-04:00,438.9150085449219,439.7200012207031,438.18121337890625,439.6199035644531,6221814,0.0,0.0,0.0
2024-04-02 11:30:00-04:00,439.6099853515625,440.0199890136719,438.70001220703125,439.2799072265625,4124221,0.0,0.0,0.0
2024-04-02 12:30:00-04:00,439.27850341796875,440.3699951171875,439.2200012207031,439.889892578125,3774743,0.0,0.0,0.0
2024-04-02 13:30:00-04:00,439.8900146484375,440.2799987792969,439.635009765625,439.94000244140625,2884791,0.0,0.0,0.0
2024-04-02 14:30:00-04:00,439.94000244140625,440.6888122558594,439.6000061035156,440.510009765625,4123111,0.0,0.0,0.0
2024-04-02 15:30:00-04:00,440.5400085449219,441.42999267578125,440.3999938964844,441.0899963378906,6868524,0.0,0.0,0.0
2024-04-03 09:30:00-04:00,438.9700012207031,443.2250061035156,438.9599914550781,443.0000915527344,9268230,0.0,0.0,0.0
2024-04-03 10:30:00-04:00,443.0199890136719,443.95001220703125,442.8399963378906,443.7799987792969,6315716,0.0,0.0,0.0
2024-04-03 11:30:00-04:00,443.80999755859375,444.0,442.239990234375,443.4150085449219,4968872,0.0,0.0,0.0
2024-04-03 12:30:00-04:00,443.4100036621094,443.70001220703125,442.0899963378906,443.29998779296875,5055272,0.0,0.0,0.0
2024-04-03 13:30:00-04:00,443.32000732421875,443.5299072265625,442.92999267578125,442.9849853515625,2231170,0.0,0.0,0.0
2024-04-03 14:30:00-04:00,442.9630126953125,443.3883056640625,440.4700012207031,441.17999267578125,4854053,0.0,0.0,0.0
2024-04-03 15:30:00-04:00,441.19500732421875,442.239990234375,440.7699890136719,442.05999755859375,5731024,0.0,0.0,0.0
2024-04-04 09:30:00-04:00,446.3500061035156,446.95001220703125,445.0299987792969,445.5799865722656,8721562,0.0,0.0,0.0
2024-04-04 10:30:00-04:00,445.5799865722656,445.6618957519531,444.9100036621094,445.42999267578125,3324219,0.0,0.0,0.0
2024-04-04 11:30:00-04:00,445.44000244140625,446.8900146484375,445.3450012207031,446.6300048828125,3762106,0.0,0.0,0.0
2024-04-04 12:30:00-04:00,446.6401062011719,446.9289855957031,446.32000732421875,446.3299865722656,2838151,0.0,0.0,0.0
2024-04-04 13:30:00-04:00,446.3500061035156,446.4100036621094,441.2550048828125,441.44000244140625,8568672,0.0,0.0,0.0
2024-04-04 14:30:00-04:00,441.4200134277344,441.4200134277344,436.0,436.04998779296875,15438940,0.0,0.0,0.0
2024-04-04 15:30:00-04:00,436.05999755859375,436.80999755859375,435.1099853515625,435.239990234375,11123852,0.0,0.0,0.0
2024-04-05 09:30:00-04:00,436.8399963378906,439.54998779296875,435.9599914550781,438.3800048828125,12317732,0.0,0.0,0.0
2024-04-05 10:30:00-04:00,438.3800048828125,441.2099914550781,438.1199951171875,440.2392883300781,7206848,0.0,0.0,0.0
2024-04-05 11:30:00-04:00,440.239990234375,442.42999267578125,440.010009765625,441.94000244140625,6683545,0.0,0.0,0.0
2024-04-05 12:30:00-04:00,441.95001220703125,443.1700134277344,441.44000244140625,442.2200012207031,5502230,0.0,0.0,0.0
2024-04-05 13:30:00-04:00,442.239990234375,442.6400146484375,439.45001220703125,440.1000061035156,6606461,0.0,0.0,0.0
2024-04-05 14:30:00-04:00,440.239990234375,441.0799865722656,439.5400085449219,440.3399963378906,5752173,0.0,0.0,0.0
2024-04-05 15:30:00-04:00,440.3299865722656,441.3800048828125,440.2200012207031,440.510009765625,7149093,0.0,0.0,0.0
2024-04-08 09:30:00-04:00,441.4200134277344,441.70001220703125,439.20001220703125,441.67999267578125,6818035,0.0,0.0,0.0
2024-04-08 10:30:00-04:00,441.68499755859375,442.5,441.32000732421875,441.57000732421875,4084629,0.0,0.0,0.0
2024-04-08 11:30:00-04:00,441.52459716796875,441.5372009277344,439.5799865722656,440.2799987792969,3722773,0.0,0.0,0.0
2024-04-08 12:30:00-04:00,440.2799987792969,441.1300048828125,440.17498779296875,440.989990234375,2553641,0.0,0.0,0.0
2024-04-08 13:30:00-04:00,441.0,441.2799987792969,440.2206115722656,441.0039978027344,2449388,0.0,0.0,0.0
2024-04-08 14:30:00-04:00,441.03460693359375,441.2200012207031,440.3599853515625,441.0799865722656,2270670,0.0,0.0,0.0
2024-04-08 15:30:00-04:00,441.05999755859375,441.45001220703125,440.3399963378906,440.6199951171875,4986307,0.0,0.0,0.0
2024-04-09 09:30:00-04:00,443.0299072265625,443.239990234375,440.07000732421875,440.3500061035156,7385649,0.0,0.0,0.0
2024-04-09 10:30:00-04:00,440.3599853515625,440.3800048828125,437.44000244140625,438.9849853515625,8734336,0.0,0.0,0.0
2024-04-09 11:30:00-04:00,438.9800109863281,440.80999755859375,438.5823974609375,440.3900146484375,3864752,0.0,0.0,0.0
2024-04-09 12:30:00-04:00,440.3999938964844,440.8500061035156,439.6300048828125,440.20001220703125,3171932,0.0,0.0,0.0
2024-04-09 13:30:00-04:00,440.2099914550781,440.6199951171875,439.2900085449219,439.79998779296875,3238859,0.0,0.0,0.0
2024-04-09 14:30:00-04:00,439.80999755859375,441.489990234375,438.7301025390625,441.4200134277344,4433217,0.0,0.0,0.0
2024-04-09 15:30:00-04:00,441.3999938964844,442.3299865722656,440.5199890136719,442.25,6269353,0.0,0.0,0.0
2024-04-10 09:30:00-04:00,436.8399963378906,438.6700134277344,436.3500061035156,437.8999938964844,20080490,0.0,0.0,0.0
2024-04-10 10:30:00-04:00,437.95001220703125,439.239990234375,436.7699890136719,438.01971435546875,8455256,0.0,0.0,0.0
2024-04-10 11:30:00-04:00,438.0299987792969,438.05999755859375,436.6820068359375,437.29998779296875,3319499,0.0,0.0,0.0
2024-04-10 12:30:00-04:00,437.30999755859375,439.0400085449219,436.45001220703125,437.8599853515625,6158327,0.0,0.0,0.0
2024-04-10 13:30:00-04:00,437.80999755859375,438.6300048828125,436.3900146484375,437.0729064941406,8008278,0.0,0.0,0.0
2024-04-10 14:30:00-04:00,437.1099853515625,442.2300109863281,436.5199890136719,438.0400085449219,6190144,0.0,0.0,0.0
2024-04-10 15:30:00-04:00,438.0400085449219,439.05999755859375,437.29998779296875,438.2799987792969,6400035,0.0,0.0,0.0
2024-04-11 09:30:00-04:00,440.25,440.4800109863281,437.9599914550781,438.9200134277344,10439314,0.0,0.0,0.0
2024-04-11 10:30:00-04:00,438.94000244140625,440.54998779296875,438.7799987792969,439.7950134277344,4707876,0.0,0.0,0.0
2024-04-11 11:30:00-04:00,439.80999755859375,441.70001220703125,439.7200012207031,440.94000244140625,4050017,0.0,0.0,0.0
2024-04-11 12:30:00-04:00,440.95001220703125,444.0400085449219,440.7900085449219,443.7300109863281,5809311,0.0,0.0,0.0
2024-04-11 13:30:00-04:00,443.75,445.8299865722656,443.29998779296875,445.7799987792969,6873959,0.0,0.0,0.0
2024-04-11 14:30:00-04:00,445.7799987792969,446.1400146484375,445.30999755859375,445.9049987792969,5369644,0.0,0.0,0.0
2024-04-11 15:30:00-04:00,445.9049987792969,446.3299865722656,445.42498779296875,445.4599914550781,6003562,0.0,0.0,0.0
2024-04-12 09:30:00-04:00,441.1300048828125,442.2300109863281,440.239990234375,440.5899963378906,11017201,0.0,0.0,0.0
2024-04-12 10:30:00-04:00,440.5899963378906,440.9100036621094,438.6610107421875,440.3399963378906,7853509,0.0,0.0,0.0
2024-04-12 11:30:00-04:00,440.3599853515625,441.010009765625,438.79998779296875,438.8500061035156,4509191,0.0,0.0,0.0
2024-04-12 12:30:00-04:00,438.8599853515625,439.010009765625,437.0199890136719,437.31988525390625,7444702,0.0,0.0,0.0
2024-04-12 13:30:00-04:00,437.30499267578125,438.6300048828125,436.9599914550781,438.05999755859375,4690314,0.0,0.0,0.0
2024-04-12 14:30:00-04:00,438.04998779296875,438.1000061035156,436.8800048828125,437.32000732421875,6437332,0.0,0.0,0.0
2024-04-12 15:30:00-04:00,437.32989501953125,438.7099914550781,437.2099914550781,438.30999755859375,8165273,0.0,0.0,0.0
2024-04-15 09:30:00-04:00,442.07000732421875,442.090087890625,438.6000061035156,439.5199890136719,11585642,0.0,0.0,0.0
2024-04-15 10:30:00-04:00,439.5,440.0,437.82000732421875,438.7099914550781,6551698,0.0,0.0,0.0
2024-04-15 11:30:00-04:00,438.7250061035156,439.4800109863281,437.05999755859375,437.2889099121094,4082047,0.0,0.0,0.0
2024-04-15 12:30:00-04:00,437.29998779296875,437.29998779296875,432.69000244140625,432.7900085449219,8098253,0.0,0.0,0.0
2024-04-15 13:30:00-04:00,432.80999755859375,432.80999755859375,430.94000244140625,431.42999267578125,12426591,0.0,0.0,0.0
2024-04-15 14:30:00-04:00,431.3999938964844,432.54998779296875,430.2099914550781,430.6199951171875,7456748,0.0,0.0,0.0
2024-04-15 15:30:00-04:00,430.6600036621094,431.7300109863281,430.57000732421875,430.989990234375,9053573,0.0,0.0,0.0
2024-04-16 09:30:00-04:00,430.8900146484375,432.4100036621094,429.7799987792969,430.6400146484375,10376022,0.0,0.0,0.0
2024-04-16 10:30:00-04:00,430.6412048339844,432.1099853515625,430.0799865722656,431.92999267578125,6319661,0.0,0.0,0.0
2024-04-16 11:30:00-04:00,431.92999267578125,432.5299987792969,430.739990234375,431.6549987792969,4040125,0.0,0.0,0.0
2024-04-16 12:30:00-04:00,431.6199951171875,432.3800048828125,431.3500061035156,431.6400146484375,3728673,0.0,0.0,0.0
2024-04-16 13:30:00-04:00,431.67999267578125,433.760009765625,429.70001220703125,430.6199951171875,9581928,0.0,0.0,0.0
2024-04-16 14:30:00-04:00,430.6199951171875,432.989990234375,430.5899963378906,432.739990234375,5486429,0.0,0.0,0.0
2024-04-16 15:30:00-04:00,432.7099914550781,432.7099914550781,431.0,431.0899963378906,5898000,0.0,0.0,0.0
2024-04-17 09:30:00-04:00,433.0899963378906,433.09991455078125,429.5299987792969,430.5400085449219,9745198,0.0,0.0,0.0
2024-04-17 10:30:00-04:00,430.5400085449219,430.7300109863281,428.4700012207031,428.5299987792969,6273616,0.0,0.0,0.0
2024-04-17 11:30:00-04:00,428.5299987792969,428.6600036621094,426.239990234375,426.4700012207031,7226447,0.0,0.0,0.0
2024-04-17 12:30:00-04:00,426.4599914550781,427.2699890136719,424.9093017578125,427.2699890136719,7960755,0.0,0.0,0.0
2024-04-17 13:30:00-04:00,427.260009765625,428.04998779296875,426.7300109863281,427.1700134277344,5092803,0.0,0.0,0.0
2024-04-17 14:30:00-04:00,427.2300109863281,429.25,425.7300109863281,425.8670959472656,7464245,0.0,0.0,0.0
2024-04-17 15:30:00-04:00,425.8699951171875,427.239990234375,425.67999267578125,425.79998779296875,9298346,0.0,0.0,0.0
2024-04-18 09:30:00-04:00,426.4100036621094,426.6099853515625,423.5299987792969,425.989990234375,12003884,0.0,0.0,0.0
2024-04-18 10:30:00-04:00,426.010009765625,428.239990234375,425.989990234375,427.2650146484375,5920460,0.0,0.0,0.0
2024-04-18 11:30:00-04:00,427.2699890136719,427.4809875488281,426.40008544921875,426.7793884277344,3773589,0.0,0.0,0.0
2024-04-18 12:30:00-04:00,426.7699890136719,426.8399963378906,423.20001220703125,424.4013977050781,5560977,0.0,0.0,0.0
2024-04-18 13:30:00-04:00,424.4100036621094,424.61968994140625,422.8299865722656,423.80999755859375,4991363,0.0,0.0,0.0
2024-04-18 14:30:00-04:00,423.82000732421875,424.4750061035156,422.8599853515625,423.7799987792969,5668211,0.0,0.0,0.0
2024-04-18 15:30:00-04:00,423.80999755859375,424.5400085449219,423.010009765625,423.3599853515625,5683146,0.0,0.0,0.0
2024-04-19 09:30:00-04:00,422.1199951171875,422.75,418.5199890136719,419.3786926269531,15818148,0.0,0.0,0.0
2024-04-19 10:30:00-04:00,419.3699951171875,420.4700012207031,418.0400085449219,418.3500061035156,9598380,0.0,0.0,0.0
2024-04-19 11:30:00-04:00,418.3251037597656,418.79998779296875,415.29998779296875,415.3399963378906,9179840,0.0,0.0,0.0
2024-04-19 12:30:00-04:00,415.3705139160156,417.92498779296875,415.2300109863281,416.6199951171875,7886101,0.0,0.0,0.0
2024-04-19 13:30:00-04:00,416.5899963378906,418.5151062011719,415.3800048828125,415.3800048828125,6522768,0.0,0.0,0.0
2024-04-19 14:30:00-04:00,415.3800048828125,415.8900146484375,413.260009765625,414.6700134277344,11039887,0.0,0.0,0.0
2024-04-19 15:30:00-04:00,414.6700134277344,414.9898986816406,413.07000732421875,414.6499938964844,11897156,0.0,0.0,0.0
2024-04-22 09:30:00-04:00,417.32000732421875,418.3299865722656,414.739990234375,414.99969482421875,13291570,0.0,0.0,0.0
2024-04-22 10:30:00-04:00,414.9949951171875,416.04998779296875,413.94000244140625,415.32049560546875,6686222,0.0,0.0,0.0
